id,category,type,front,back,example,hint
r0950,Accounting Communication,Active Recall,Wie würdest du professionell sagen: „Die Kapitalherabsetzung betrifft eingezahltes Kapital und nicht Gewinnrücklagen.“,The capital decrease affects contributed capital rather than retained earnings.,Use this to distinguish a capital decrease from a dividend.,Aktive berufliche Formulierung
s0951,Accounting Communication,Situation,Use this to distinguish a capital decrease from a dividend.,The capital decrease affects contributed capital rather than retained earnings.,Die Kapitalherabsetzung betrifft eingezahltes Kapital und nicht Gewinnrücklagen.,Passende Reaktion für die Situation
p0952,Accounting Communication,Professional Phrase,A dividend can only be distributed if sufficient distributable reserves are available.,"Eine Dividende kann nur ausgeschüttet werden, wenn ausreichende ausschüttungsfähige Rücklagen vorhanden sind.",Use this to explain a legal and accounting prerequisite.,Professionelle Formulierung
r0953,Accounting Communication,Active Recall,"Wie würdest du professionell sagen: „Eine Dividende kann nur ausgeschüttet werden, wenn ausreichende ausschüttungsfähige Rücklagen vorhanden sind.“",A dividend can only be distributed if sufficient distributable reserves are available.,Use this to explain a legal and accounting prerequisite.,Aktive berufliche Formulierung
s0954,Accounting Communication,Situation,Use this to explain a legal and accounting prerequisite.,A dividend can only be distributed if sufficient distributable reserves are available.,"Eine Dividende kann nur ausgeschüttet werden, wenn ausreichende ausschüttungsfähige Rücklagen vorhanden sind.",Passende Reaktion für die Situation
p0955,Accounting Communication,Professional Phrase,The local legal requirements may differ from the group accounting treatment.,Die lokalen rechtlichen Anforderungen können von der Konzernbilanzierung abweichen.,Use this to separate local law and group reporting.,Professionelle Formulierung
r0956,Accounting Communication,Active Recall,Wie würdest du professionell sagen: „Die lokalen rechtlichen Anforderungen können von der Konzernbilanzierung abweichen.“,The local legal requirements may differ from the group accounting treatment.,Use this to separate local law and group reporting.,Aktive berufliche Formulierung
s0957,Accounting Communication,Situation,Use this to separate local law and group reporting.,The local legal requirements may differ from the group accounting treatment.,Die lokalen rechtlichen Anforderungen können von der Konzernbilanzierung abweichen.,Passende Reaktion für die Situation
p0958,Accounting Communication,Professional Phrase,The intercompany balances must be aligned before consolidation.,Die konzerninternen Salden müssen vor der Konsolidierung abgestimmt werden.,Use this to explain why IC reconciliation matters.,Professionelle Formulierung
r0959,Accounting Communication,Active Recall,Wie würdest du professionell sagen: „Die konzerninternen Salden müssen vor der Konsolidierung abgestimmt werden.“,The intercompany balances must be aligned before consolidation.,Use this to explain why IC reconciliation matters.,Aktive berufliche Formulierung
s0960,Accounting Communication,Situation,Use this to explain why IC reconciliation matters.,The intercompany balances must be aligned before consolidation.,Die konzerninternen Salden müssen vor der Konsolidierung abgestimmt werden.,Passende Reaktion für die Situation
p0961,Accounting Communication,Professional Phrase,The difference appears to result from a timing issue.,Die Differenz scheint aus einer zeitlichen Abweichung zu resultieren.,Use this when postings occur in different periods.,Professionelle Formulierung
r0962,Accounting Communication,Active Recall,Wie würdest du professionell sagen: „Die Differenz scheint aus einer zeitlichen Abweichung zu resultieren.“,The difference appears to result from a timing issue.,Use this when postings occur in different periods.,Aktive berufliche Formulierung
s0963,Accounting Communication,Situation,Use this when postings occur in different periods.,The difference appears to result from a timing issue.,Die Differenz scheint aus einer zeitlichen Abweichung zu resultieren.,Passende Reaktion für die Situation
p0964,Accounting Communication,Professional Phrase,"The posting concept should clearly describe the accounts, entities and timing.","Das Buchungskonzept sollte Konten, Gesellschaften und Zeitpunkt klar beschreiben.",Use this when reviewing documentation.,Professionelle Formulierung
r0965,Accounting Communication,Active Recall,"Wie würdest du professionell sagen: „Das Buchungskonzept sollte Konten, Gesellschaften und Zeitpunkt klar beschreiben.“","The posting concept should clearly describe the accounts, entities and timing.",Use this when reviewing documentation.,Aktive berufliche Formulierung
s0966,Accounting Communication,Situation,Use this when reviewing documentation.,"The posting concept should clearly describe the accounts, entities and timing.","Das Buchungskonzept sollte Konten, Gesellschaften und Zeitpunkt klar beschreiben.",Passende Reaktion für die Situation
p0967,Accounting Communication,Professional Phrase,The supporting documentation is not sufficient to justify the entry.,"Die zugrunde liegenden Unterlagen reichen nicht aus, um die Buchung zu begründen.",Use this to reject weak evidence professionally.,Professionelle Formulierung
r0968,Accounting Communication,Active Recall,"Wie würdest du professionell sagen: „Die zugrunde liegenden Unterlagen reichen nicht aus, um die Buchung zu begründen.“",The supporting documentation is not sufficient to justify the entry.,Use this to reject weak evidence professionally.,Aktive berufliche Formulierung
s0969,Accounting Communication,Situation,Use this to reject weak evidence professionally.,The supporting documentation is not sufficient to justify the entry.,"Die zugrunde liegenden Unterlagen reichen nicht aus, um die Buchung zu begründen.",Passende Reaktion für die Situation
p0970,Accounting Communication,Professional Phrase,The entry should be reversed in the following period.,Die Buchung sollte in der Folgeperiode umgekehrt werden.,Use this for accruals and temporary adjustments.,Professionelle Formulierung
r0971,Accounting Communication,Active Recall,Wie würdest du professionell sagen: „Die Buchung sollte in der Folgeperiode umgekehrt werden.“,The entry should be reversed in the following period.,Use this for accruals and temporary adjustments.,Aktive berufliche Formulierung
s0972,Accounting Communication,Situation,Use this for accruals and temporary adjustments.,The entry should be reversed in the following period.,Die Buchung sollte in der Folgeperiode umgekehrt werden.,Passende Reaktion für die Situation
p0973,Accounting Communication,Professional Phrase,The amount is below the materiality threshold.,Der Betrag liegt unter der Wesentlichkeitsgrenze.,Use this in closing and audit discussions.,Professionelle Formulierung
r0974,Accounting Communication,Active Recall,Wie würdest du professionell sagen: „Der Betrag liegt unter der Wesentlichkeitsgrenze.“,The amount is below the materiality threshold.,Use this in closing and audit discussions.,Aktive berufliche Formulierung
s0975,Accounting Communication,Situation,Use this in closing and audit discussions.,The amount is below the materiality threshold.,Der Betrag liegt unter der Wesentlichkeitsgrenze.,Passende Reaktion für die Situation
p0976,Accounting Communication,Professional Phrase,The issue should nevertheless be documented for control purposes.,Der Sachverhalt sollte dennoch zu Kontrollzwecken dokumentiert werden.,Use this when an immaterial issue still matters procedurally.,Professionelle Formulierung
r0977,Accounting Communication,Active Recall,Wie würdest du professionell sagen: „Der Sachverhalt sollte dennoch zu Kontrollzwecken dokumentiert werden.“,The issue should nevertheless be documented for control purposes.,Use this when an immaterial issue still matters procedurally.,Aktive berufliche Formulierung
s0978,Accounting Communication,Situation,Use this when an immaterial issue still matters procedurally.,The issue should nevertheless be documented for control purposes.,Der Sachverhalt sollte dennoch zu Kontrollzwecken dokumentiert werden.,Passende Reaktion für die Situation
p0979,Accounting Communication,Professional Phrase,We need to ensure that the treatment is applied consistently across all entities.,"Wir müssen sicherstellen, dass die Behandlung in allen Gesellschaften einheitlich angewendet wird.",Use this to stress group consistency.,Professionelle Formulierung
r0980,Accounting Communication,Active Recall,"Wie würdest du professionell sagen: „Wir müssen sicherstellen, dass die Behandlung in allen Gesellschaften einheitlich angewendet wird.“",We need to ensure that the treatment is applied consistently across all entities.,Use this to stress group consistency.,Aktive berufliche Formulierung
s0981,Accounting Communication,Situation,Use this to stress group consistency.,We need to ensure that the treatment is applied consistently across all entities.,"Wir müssen sicherstellen, dass die Behandlung in allen Gesellschaften einheitlich angewendet wird.",Passende Reaktion für die Situation
p0982,Accounting Communication,Professional Phrase,The final assessment depends on the contractual terms.,Die endgültige Beurteilung hängt von den Vertragsbedingungen ab.,Use this when accounting follows contractual substance.,Professionelle Formulierung
